consumer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Sugar and sweets,October,2011,2012,Lower bound of prediction interval,1.6
Sugar and sweets,September,2011,2012,Upper bound of prediction interval,6.6
Sugar and sweets,September,2011,2012,Mid point of prediction interval,3.1
Sugar and sweets,September,2011,2012,Lower bound of prediction interval,-0.3
Sugar and sweets,August,2011,2012,Upper bound of prediction interval,6.6
Sugar and sweets,August,2011,2012,Mid point of prediction interval,2.9
Sugar and sweets,August,2011,2012,Lower bound of prediction interval,-0.6
Sugar and sweets,July,2011,2012,Upper bound of prediction interval,6.4
Sugar and sweets,July,2011,2012,Mid point of prediction interval,2.5
Sugar and sweets,July,2011,2012,Lower bound of prediction interval,-1.2
Fresh fruits & vegetables,December,2011,2011,Upper bound of forecast range,4.75
Fresh fruits & vegetables,December,2011,2011,Lower bound of forecast range,4.25
Fresh fruits & vegetables,November,2011,2011,Upper bound of forecast range,4.5
Fresh fruits & vegetables,November,2011,2011,Lower bound of forecast range,3.5
Processed fruits and vegetables,December,2011,2012,Upper bound of prediction interval,8.4
Processed fruits and vegetables,December,2011,2012,Mid point of prediction interval,3.3
Processed fruits and vegetables,December,2011,2012,Lower bound of prediction interval,-1.8
Fresh fruits,November,2011,2011,Upper bound of forecast range,4.0
Fresh fruits,November,2011,2011,Lower bound of forecast range,3.0
Fresh fruits,October,2011,2011,Upper bound of forecast range,4.0
Fresh fruits,October,2011,2011,Lower bound of forecast range,3.0
Cereals and bakery products,August,2011,2012,Lower bound of prediction interval,-1.9
Cereals and bakery products,July,2011,2012,Upper bound of prediction interval,8.8
Cereals and bakery products,July,2011,2012,Mid point of prediction interval,3.3
Cereals and bakery products,July,2011,2012,Lower bound of prediction interval,-1.7
Sugar and sweets,December,2011,2012,Upper bound of prediction interval,6.8
Sugar and sweets,December,2011,2012,Mid point of prediction interval,4.0
Sugar and sweets,December,2011,2012,Lower bound of prediction interval,1.4
Sugar and sweets,November,2011,2012,Upper bound of prediction interval,8.4
Sugar and sweets,November,2011,2012,Mid point of prediction interval,5.1
Sugar and sweets,November,2011,2012,Lower bound of prediction interval,1.9
Fresh fruits,April,2011,2011,Upper bound of forecast range,4.0
Fresh fruits,April,2011,2011,Lower bound of forecast range,3.0
Processed fruits and vegetables,November,2011,2012,Upper bound of prediction interval,9.7
Fresh fruits,March,2011,2011,Upper bound of forecast range,4.0
Fresh fruits,February,2011,2011,Upper bound of forecast range,4.0
Fresh fruits,February,2011,2011,Lower bound of forecast range,3.0
Fresh fruits,May,2011,2011,Lower bound of forecast range,3.0
Fresh fruits,May,2011,2011,Upper bound of forecast range,4.0
Fresh fruits,June,2011,2011,Lower bound of forecast range,2.0
Fresh fruits,June,2011,2011,Upper bound of forecast range,3.0
Fresh fruits,July,2011,2011,Lower bound of forecast range,2.0
Fresh fruits,July,2011,2011,Upper bound of forecast range,3.0
Fresh fruits,August,2011,2011,Lower bound of forecast range,2.0
Fresh fruits,August,2011,2011,Upper bound of forecast range,3.0
Fresh fruits,September,2011,2011,Lower bound of forecast range,2.0
Fresh fruits,September,2011,2011,Upper bound of forecast range,3.0
Fresh fruits,March,2011,2011,Lower bound of forecast range,3.0
Cereals and bakery products,December,2011,2012,Mid point of prediction interval,3.7
Processed fruits and vegetables,November,2011,2012,Mid point of prediction interval,4.0
Processed fruits and vegetables,October,2011,2012,Upper bound of prediction interval,10.3
Processed fruits and vegetables,July,2011,2012,Lower bound of prediction interval,-5.4
Fresh vegetables,December,2011,2012,Upper bound of prediction interval,7.6
Fresh vegetables,December,2011,2012,Mid point of prediction interval,1.1
Fresh vegetables,December,2011,2012,Lower bound of prediction interval,-5.1
Fresh vegetables,November,2011,2012,Upper bound of prediction interval,8.0
Fresh vegetables,November,2011,2012,Mid point of prediction interval,1.2
Fresh vegetables,November,2011,2012,Lower bound of prediction interval,-5.3
Fruits and vegetables,December,2011,2011,Upper bound of forecast range,4.5
Fruits and vegetables,December,2011,2011,Lower bound of forecast range,4.0
Fruits and vegetables,November,2011,2011,Upper bound of forecast range,4.5
Fruits and vegetables,November,2011,2011,Lower bound of forecast range,3.5
Fruits and vegetables,October,2011,2011,Upper bound of forecast range,4.5
Fruits and vegetables,October,2011,2011,Lower bound of forecast range,3.5
Fruits and vegetables,September,2011,2011,Upper bound of forecast range,4.5
Fruits and vegetables,September,2011,2011,Lower bound of forecast range,3.5
Fruits and vegetables,August,2011,2011,Upper bound of forecast range,4.5
Fruits and vegetables,August,2011,2011,Lower bound of forecast range,3.5
Fruits and vegetables,July,2011,2011,Upper bound of forecast range,4.5
Cereals and bakery products,September,2011,2012,Upper bound of prediction interval,8.8
Cereals and bakery products,October,2011,2012,Lower bound of prediction interval,-0.7
Cereals and bakery products,October,2011,2012,Mid point of prediction interval,3.5
Cereals and bakery products,October,2011,2012,Upper bound of prediction interval,7.9
Cereals and bakery products,November,2011,2012,Lower bound of prediction interval,0.5
Cereals and bakery products,November,2011,2012,Mid point of prediction interval,4.3
Cereals and bakery products,November,2011,2012,Upper bound of prediction interval,8.2
Processed fruits and vegetables,July,2011,2012,Mid point of prediction interval,1.3
Processed fruits and vegetables,July,2011,2012,Upper bound of prediction interval,8.3
Processed fruits and vegetables,August,2011,2012,Lower bound of prediction interval,-2.4
Processed fruits and vegetables,August,2011,2012,Mid point of prediction interval,4.1
Processed fruits and vegetables,October,2011,2012,Mid point of prediction interval,4.3
Processed fruits and vegetables,October,2011,2012,Lower bound of prediction interval,-1.6
Processed fruits and vegetables,September,2011,2012,Upper bound of prediction interval,10.0
Processed fruits and vegetables,September,2011,2012,Mid point of prediction interval,3.5
Processed fruits and vegetables,September,2011,2012,Lower bound of prediction interval,-2.6
Fresh fruits & vegetables,October,2011,2011,Upper bound of forecast range,4.5
Fresh fruits & vegetables,October,2011,2011,Lower bound of forecast range,3.5
Fresh fruits & vegetables,September,2011,2011,Upper bound of forecast range,4.5
Fresh fruits & vegetables,September,2011,2011,Lower bound of forecast range,3.5
Fresh fruits & vegetables,August,2011,2011,Upper bound of forecast range,4.5
Fresh fruits & vegetables,August,2011,2011,Lower bound of forecast range,3.5
Fresh fruits & vegetables,July,2011,2011,Upper bound of forecast range,4.5
Processed fruits and vegetables,November,2011,2012,Lower bound of prediction interval,-1.4
Fresh fruits & vegetables,July,2011,2011,Lower bound of forecast range,3.5
Fresh fruits & vegetables,June,2011,2011,Lower bound of forecast range,3.5
Fresh fruits & vegetables,May,2011,2011,Upper bound of forecast range,4.5
Fresh fruits & vegetables,May,2011,2011,Lower bound of forecast range,3.5
Fresh fruits & vegetables,April,2011,2011,Upper bound of forecast range,4.5
Fresh fruits & vegetables,April,2011,2011,Lower bound of forecast range,3.5
Fresh fruits & vegetables,March,2011,2011,Upper bound of forecast range,4.0
Fresh fruits & vegetables,March,2011,2011,Lower bound of forecast range,3.0
Fresh fruits & vegetables,February,2011,2011,Upper bound of forecast range,4.0
Fresh fruits & vegetables,February,2011,2011,Lower bound of forecast range,3.0
Fresh fruits & vegetables,January,2011,2011,Upper bound of forecast range,3.5
Fresh fruits & vegetables,January,2011,2011,Lower bound of forecast range,2.5
Processed fruits and vegetables,August,2011,2012,Upper bound of prediction interval,11.0
Fresh fruits & vegetables,June,2011,2011,Upper bound of forecast range,4.5
Fresh fruits,July,2011,2012,Lower bound of prediction interval,-8.7
Fresh fruits and vegetables,December,2011,2012,Upper bound of prediction interval,6.4
Fresh fruits and vegetables,December,2011,2012,Mid point of prediction interval,1.2
Other meats,December,2011,2011,Upper bound of forecast range,6.5
Other meats,December,2011,2011,Lower bound of forecast range,6.0
Other meats,November,2011,2011,Upper bound of forecast range,4.0
Other meats,November,2011,2011,Lower bound of forecast range,3.0
Other meats,October,2011,2011,Upper bound of forecast range,4.0
Other meats,October,2011,2011,Lower bound of forecast range,3.0
Other meats,September,2011,2011,Upper bound of forecast range,4.0
Other meats,September,2011,2011,Lower bound of forecast range,3.0
Other meats,August,2011,2011,Upper bound of forecast range,4.0
Other meats,August,2011,2011,Lower bound of forecast range,3.0
Other meats,July,2011,2011,Upper bound of forecast range,4.0
Other meats,July,2011,2011,Lower bound of forecast range,3.0
Other meats,June,2011,2011,Upper bound of forecast range,4.0
Other meats,June,2011,2011,Lower bound of forecast range,3.0
Other meats,May,2011,2011,Upper bound of forecast range,4.0
Other meats,May,2011,2011,Lower bound of forecast range,3.0
Other meats,April,2011,2011,Upper bound of forecast range,4.0
Other meats,April,2011,2011,Lower bound of forecast range,3.0
Other meats,March,2011,2011,Upper bound of forecast range,4.0
Other meats,March,2011,2011,Lower bound of forecast range,3.0
Other meats,February,2011,2011,Upper bound of forecast range,4.0
Other meats,February,2011,2011,Lower bound of forecast range,3.0
Other meats,January,2011,2011,Upper bound of forecast range,3.0
Other meats,January,2011,2011,Lower bound of forecast range,2.0
Fats and oils,October,2011,2012,Upper bound of prediction interval,11.7
Fats and oils,November,2011,2012,Lower bound of prediction interval,-0.2
Fats and oils,November,2011,2012,Mid point of prediction interval,6.1
Fats and oils,November,2011,2012,Upper bound of prediction interval,13.1
Fats and oils,December,2011,2012,Lower bound of prediction interval,-0.6
Poultry,August,2011,2011,Upper bound of forecast range,3.5
Poultry,August,2011,2011,Lower bound of forecast range,2.5
Poultry,July,2011,2011,Upper bound of forecast range,3.5
Processed fruits & vegetables,January,2011,2011,Lower bound of forecast range,2.5
Processed fruits & vegetables,January,2011,2011,Upper bound of forecast range,3.5
Poultry,July,2011,2011,Lower bound of forecast range,2.5
Poultry,June,2011,2011,Upper bound of forecast range,3.5
Poultry,June,2011,2011,Lower bound of forecast range,2.5
Poultry,May,2011,2011,Upper bound of forecast range,3.5
Poultry,May,2011,2011,Lower bound of forecast range,2.5
Poultry,April,2011,2011,Upper bound of forecast range,3.5
Poultry,April,2011,2011,Lower bound of forecast range,2.5
Fats and oils,October,2011,2012,Mid point of prediction interval,4.6
Poultry,March,2011,2011,Upper bound of forecast range,3.5
Poultry,February,2011,2011,Upper bound of forecast range,3.5
Poultry,February,2011,2011,Lower bound of forecast range,2.5
Poultry,January,2011,2011,Upper bound of forecast range,3.0
Poultry,January,2011,2011,Lower bound of forecast range,2.0
Fruits and vegetables,August,2011,2012,Upper bound of prediction interval,6.6
Fruits and vegetables,August,2011,2012,Mid point of prediction interval,1.8
Fruits and vegetables,August,2011,2012,Lower bound of prediction interval,-2.8
Fruits and vegetables,July,2011,2012,Upper bound of prediction interval,6.0
Fruits and vegetables,July,2011,2012,Mid point of prediction interval,1.0
Fruits and vegetables,July,2011,2012,Lower bound of prediction interval,-3.7
Fats and oils,December,2011,2012,Upper bound of prediction interval,11.4
Fats and oils,December,2011,2012,Mid point of prediction interval,5.1
Poultry,March,2011,2011,Lower bound of forecast range,2.5
Poultry,September,2011,2011,Lower bound of forecast range,2.5
Fats and oils,October,2011,2012,Lower bound of prediction interval,-2.1
Fats and oils,September,2011,2012,Mid point of prediction interval,4.4
Pork,January,2011,2011,Lower bound of forecast range,3.5
Dairy products,December,2011,2012,Upper bound of prediction interval,9.4
Dairy products,December,2011,2012,Mid point of prediction interval,2.7
Dairy products,December,2011,2012,Lower bound of prediction interval,-3.7
Dairy products,November,2011,2012,Upper bound of prediction interval,11.7
Dairy products,November,2011,2012,Mid point of prediction interval,3.1
Dairy products,November,2011,2012,Lower bound of prediction interval,-4.9
Dairy products,October,2011,2012,Upper bound of prediction interval,13.2
Dairy products,October,2011,2012,Mid point of prediction interval,3.8
Dairy products,October,2011,2012,Lower bound of prediction interval,-5.0
Dairy products,September,2011,2012,Upper bound of prediction interval,11.7
Dairy products,September,2011,2012,Mid point of prediction interval,3.0
Dairy products,September,2011,2012,Lower bound of prediction interval,-5.0
Beef and veal,December,2011,2011,Upper bound of forecast range,10.0
Beef and veal,December,2011,2011,Lower bound of forecast range,9.5
Beef and veal,November,2011,2011,Upper bound of forecast range,9.0
